URL,Original Title,English Title,Genre,Episodes,Broadcast Network,Broadcast Start Date,Broadcast End Date,Production Company,Director,Screen Writer,Synopsis
https://www.turkishdrama.com/the-innocents-masumlar-apartmani-tv-series.html,Masumlar Apartmani,House of Innocent People,"Drama, Romance, Physiological",16.0,TRT 1,,,OGM Pictures,Cagri Vila Vostuvali,Deniz Madanoglu,"This Turkish drama is an adaptation of popular novel named Madalyonun Ici by Gulseren Budaycioglu.  Inci (Farah Zeynep Abdullah) is a young girl who lives together with her brother and grandfather. After her mother left them years ago, Inci suffers from reliance problem and she tries her best not to leave anyone alone.For this reason, Inci even cannot break up with her alcoholic boyfriend Uygar (Alper Saldiran).Han (Birkan Sokullu), on the other hand, is a handsome and successful businessman who lives together with his father Hikmet, and his three sisters Safiye (Ezgi Mola), Gulben (Merve Dizdar), and Neriman.

Han dedicates his life for his family and does not have a private life apart from his work and family. His father suffers from diabetes, his little sister Neriman is asthma while his two big sisters have physiological problems.Safiye (Ezgi Mola) and Gulben (Merve Dizdar) are cleaning freak, they even wash vegetables four times with a soap and do not let anybody into the kitchen to prevent germs.Their cleaning addiction makes the lives of family members burdensome. Since they want to clean everything in a perfect way, they spend so much time even to prepare a simple dish.  Additionally, they use one of their apartments for hoarding. When they don’t have enough time for cleaning the sheets or clothes in a perfect way, they just put them inside a garbage bag and put them into their vacant apartment until they find enough time for cleaning.Han sacrifices his life for the sake of his family. He does not hang out with his friends and comes directly to the house after his work.Han approaches his sisters in a gentle manner, does not judge them and tries his best to become supportive. He is the person who becomes a window for them to the world. Hence, his sisters do not want to lose their brother and do not want him to get married.The lives of Inci and Han intersect out of pure coincidence. When they make a car accident, Han gets injured a little bit and Inci accompanies him at the hospital to compensate her fault.  After a long time, Han has a rare old time together with a beautiful woman. He eventually enjoys to be the one who is taken care of kindheartedly.Inci and Han get along very well with each other. They think that they would not see each other in the future. Hence, they speak sincerely and have a conversation warmheartedly. While they are spending the night together at the hospital, they celebrate Inci’s birthday and watch a movie together.Since Han spends the night at the hospital and cannot tell his sisters that he has made a car accident, his sisters Safiye and Gulben assume that their brother is dating with someone.While Safiye and Gulben are afraid of losing their brother and become unhappy, the father Hikmet becomes so happy for his son and wishes him to get out of this madhouse.The next day, Han is discharged from the hospital. Even though Han and Inci get attracted from each other, they just could not make the next move.Han hesitates to make the next move because he thinks that he cannot bring a bride for the madhouse where he lives. Therefore, they draw apart after saying goodbyes. However, their destinies intersect again and they come across to each other.Out of pure coincidence, Inci and her family rent one of the apartments of Han’s family without knowing the house owner. When they are about to move into their new apartment, they bumps into Safiye who does not approve the new comers to the house. Meanwhile, Han comes to the scene and meets Inci one more time.The innocents (masumlar apartmani) tv series story is about Inci and her relationship with Han who deals with his two cleaning freak sisters. Will Inci get along well with Safiye and Gulben when she moves into her new apartment? Will Inci continue to love Han despite his cleaning freak sisters? Will Han manage to protect Inci from his family? Will Safiye and Gulben get healthy again and have a normal life?The Innocents (Masumlar Apartmani)"
https://www.turkishdrama.com/maria-and-mustafa-tv-series.html,Maria ile Mustafa,Maria and Mustafa,"Romance, Drama",3.0,ATV,,,NTC Medya,Faruk Teber,Birol Elginoz,"Maria (Jessica May) is a beautiful girl whose father is Turkish while her mother is Colombian. When she is seven years old, she leaves Turkey together with her mother and starts to live in Colombia. After then, she rarely sees her father and comes to Turkey a couple of times. Whenever she comes to Turkey, she intentionally upset her father because she believes that her father let them leave and has not done his best to keep the family together.  Years later, Maria’s father passes away all alone due to an illness and Maria returns Turkey in order to visit her father’s graveyard and sell the property inherited from her father.Maria aims to sell the property as soon as possible, return Colombia to open a restaurant with the money she gets, and work there as a cook. However, her life turns upside down when she finds true love in Cappadocia.

On her way to Cappadocia, Maria bumps into Mustafa (Hilmi Cem Intepe) who is a handsome guy from a well-known family in Cappadocia.Maria and Mustafa travel together and share a car when their plane makes an emergency landing.The destinies of these two young persons intersect again and they come across together while Maria is trying to sell her inherited land.Mustafa comes from a wealthy family and is interested in ecological farming. His life is so complicated because he bears a huge burden in his own shoulders. When his brother-in-law is accidentally killed by Nihat (Alpay Kemal Atalan), the heads of two families decide to marry their children in order not to start a blood revenge.  Nadire (Ezgi Celik) who is an older sister of Mustafa mourn after her husband’s death, Nihat is put into prison to bear the penalty of killing someone, and Mustafa gets married to Gonca (Tugba Tutug) who is the sister of Nihat.Even though Mustafa is married to Gonca, he never loves her and never becomes a real husband for her. He knows that Gonca is supposed to get married to Mustafa’s late brother and she bears the baby of Mustafa’s late brother.When Mustafa’s brother dies in a traffic accident, Mustafa has nothing to do but to get married to Gonca as a formality and become a father for his nephew. He sacrifices his own life for the sake of his family.Mustafa has everything financially but he is not happy at all. He lives in a big mansion together with his father Kudret (Tamer Levent), his sisters Nadire and Nisan (Hira Koyuncuoglu), his brother Sahin (Haki Bicici), his sister-in-law Iclal (Ozlem Ulukan), his nephew Zeyno (Derin Deniz Gorgulu), and his so-called wife Gonca and his so-called daughter Melek.  Mustafa lives as a half-dead man for almost 6 years after he sacrifices his life for the sake of his family and his tragic life changes dramatically when he bumps into Maria.While Mustafa is looking for an appropriate land for ecological farming, Mustafa comes across Maria again and wants to buy her land. Mustafa and Maria get closer to each other each day even though they come from different backgrounds.Mustafa and Maria enjoy spending time together and they eventually fall into each other. Within a month, Maria decides to stay in Cappadocia instead of returning Columbia and start a new life together with Mustafa.Maria feels like Cappadocia is her new home and she belongs to the place where her lover lives. As time passes, Mustafa finds it more difficult to reveal the truth about his life. He cannot find an appropriate time to tell how he was forced to get married and become a father for his nephew.The story becomes more complicated when Maria becomes pregnant and learns the truth about Mustafa.Maria and Mustafa tv series story is about a true love between a Colombian girl Maria who returns Turkey after her father passes away and a Turkish guy Mustafa who is forced to get married to end blood feud. Will Maria forgive Mustafa when she learns that Mustafa is a married guy? Will Mustafa manage to persuade his family and get divorced from his so-called wife Gonca? Will Maria forget all the things happened in Cappadocia and return Colombia? Will Nadire forgive Nihat and manage to live in peace? Will the peace between two families be maintained when Mustafa wants to get divorced from his so-called wife Gonca?Maria and Mustafa"
https://www.turkishdrama.com/mr-wrong-bay-yanlis-tv-series.html,Bay Yanlis,Mr. Wrong,"Romance, Comedy",12.0,Fox Tv,,,Gold Film,Deniz Yorulmazer,"Asli Zengin, Banu Zengin","Ezgi (Ozge Gurel) is a beautiful girl who works as a public relations specialist. She is tired of wrong relations and does not understand where she does wrong. Even though she devotes her life for her boyfriend, she ends up disappointment all the time.  Her latest relationship becomes a disappointment too. Ezgi organizes a surprise birthday party for her boyfriend Soner (Taygun Sungar) whom she has been dating for 3 years and expecting to get married. However, she discovers that her boyfriend has been having a love affair.Ezgi breaks up Soner but she keeps complaining about her life. She realizes that she is destined to find wrong guys. 3 months after ending her relationship, she decides to focus on her work-life and aims to become a successful career woman.

However, Ezgi finds out that her junior is promoted at the workplace and she is punished just because she has not focused on her work lately. Even though Ezgi has been working at that workplace for almost 7 years, she becomes unemployed all of a sudden.In order to get consultation from her best friends and to forget all the bad things in her life, Ezgi organizes a dinner at a fancy restaurant. However, her friends cancel their plan at the last minute due to unanticipated emergencies.Ezgi becomes all alone at the restaurant and gets drunk. She does not remember afterwards and the next day, she finds out that she has spent her night at the house of the barman whom she met at the restaurant.Ozgur (Can Yaman), who helps Ezgi at the restaurant, is a very wealthy restaurant owner and living a sloppy but happy go lucky life. Like his name, he is free-spirited (Ozgur means free-spirited in Turkish).  Ozgur enjoys working as a barman and does not believe in love. When Ezgi gets drunk and could not tell her home address, Ozgur has nothing to do but bring her to his house.In the morning, Ezgi and Ozgur think that they would not meet again. However, nothing happens as expected and their destinies interact out of pure coincidence.Ezgi moves out from her house because her house contract is signed on behalf of his ex-boyfriend. Hence, she moves into her cousin’s house until she finds a new place for herself. Her life changes dramatically when she discovers that Ozgur is staying at the next apartment and their houses share the same terrace.When Ezgi mentions that Ozgur is the guy who helped her when she got drunk, her friends warn her by saying that he is Mr. Wrong. In order to be at the safe zone, Ezgi needs to stay away from Mr. Wrong and she needs to take into consideration her friends’ advice.  Ozgur is a handsome and wealthy guy who knows how women feel and behaves accordingly. Yet, he is a womanizer and has no intention for either a serious relationship or a marriage.If Ezgi stays around him, he could easily attract her and eventually, make her disappointed. Therefore, Ezgi has to stay away from Mr. Wrong and to do her best for finding a prince charming. However, Ezgi and Ozgur come together and decide to benefit from each other.According to their deal, Ozgur will be Ezgi’s relationship coach and he will teach her how to attract men. Ezgi, meanwhile, will act as if she is the girlfriend of Ozgur so that Ozgur’s mother would not make any pressure for marriage.Mr. wrong (bay yanlis) tv series story is about two young persons with totally different characters, Ezgi who is tired of wrong relationships and Ozgur who is a womanizer. Will Ezgi find Mr. Perfect eventually with the advice given by Ozgur? Will Ozgur find a true love and get rid of his happy go lucky life? Is Ozgur really Mr. Wrong whom women need to avoid?Mr. Wrong (Bay Yanlis)"
https://www.turkishdrama.com/phoenix-zumruduanka-tv-series.html,Zumruduanka,Phoenix,"Drama, Romance",9.0,Fox Tv,,,Pastel Film,Serhan Sahin,"Can Sinan (1-9 episodes), Eylem Canpolat (10- episodes)","Zumrut (Ceren Yilmaz) is a beautiful young girl who lives together with her mother Ulfet (Hatice Aslan), her sister Meliha (Miray Akay) and her father. She works at a factory and supports her family financially.  The factory where Zumrut works is owned by a powerful family Demirkan. Demirkan family is a well-known family in Cappadocia.The heir of Demirkan family is a handsome and young guy Serhat (Alp Navruz) who is in love with Zumrut.

Zumrut and Serhat have been dating secretly and dream to get married after Serhat discharges from the military duty.Zumrut is willing to wait for her lover but her marriage plan turns upside down when she learns that Serhat is killed on duty.The bad news spread all over Cappadocia. Not only Demirkan family but also Zumrut mourn upon the death of Serhat.One year later, Zumrut’s fate intersects with Demirkan family again. This time, Serhat’s  uncle Adil asks for Zumrut’s hand.  Adil is a middle-aged man who is the boss of the factory where Zumrut works. He is attracted by Zumrut’s purity, beauty, and thoughtfulness.Adil eventually finds the person whom he is willing to get married but he cannot win Zumrut’s heart no matter whatever he does.Zumrut does not accept the marriage proposal even though Adil comes from a wealthy family. She cannot explain that she had been dating with Serhat who is the nephew of Adil. She is still in love with Serhat and mourns for him after his death. That’s why, she rejects the marriage proposal.However, Zumrut’s mother Ulfet learns that powerful Adil Demirkan is attracted by her daughter.  Ulfet is a passionate woman who wants to get rid of poverty. Thus, she wants her daughter to get married to a wealthy man. When she learns that she could become in-laws with Demirkan family, she tries her best to persuade Zumrut for accepting the marriage proposal.Ulfet uses every trick in the book to persuade her daughter. Eventually, she collaborates with her little daughter Meliha (Miray Akay) and makes a secret plan. According to their plan, Ulfet would force Meliha into marriage if Zumrut does not accept to get married to Adil Demirkan and Meliha would play for sympathy of her sister and would threaten them to kill herself. Their plan becomes successful and Zumrut accepts to get married in order to save her little sister.Zumrut and Adil organize a wedding ceremony and accept the greetings. After they get married officially, they are shaken with a great surprise.Serhat shows up at the wedding ceremony all of a sudden. Everybody is surprised because they assume him death. While everybody becomes happy to see him all alive, Zumrut feels a huge remorse for her wedding decision.Zumruduanka (Phoenix) tv series story is about a beautiful girl Zumrut who gets married to a wealthy man Adil upon the death of her lover Serhat. Will Zumrut disregard her wedding decision when she learns that her lover Serhat is alive? Will Serhat learn the truth about this marriage and understand Zumrut’s decision? Will Zumrut and Serhat manage to tackle all the obstacles in front of their ways and retain their love to each other?Zumruduanka (Phoenix)"
https://www.turkishdrama.com/lets-go-kalk-gidelim-tv-series.html,Kalk Gidelim,Let’s Go,"Comedy, Family",116.0,TRT 1,,,Staff Film,"Hatice Memis, Ozgur Pak, Erkan Nurhan","Baykut Badem, Hazan Toma, Oktay Berber, Cuneyt Inay","Mustafa Ali (Erkan Sever) has a wealthy life in Istanbul. He has been living in Istanbul apart from his parents who live in a small village. After graduating from university, Mustafa Ali refuses to go back to his village, leaves his fiancé in the village and starts a new life in the great city Istanbul. He gets arried to high-class society girl Nurcan (Ayca Varlier) and stops going to his village after then.  It has been 15 years since Mustafa Ali went to his village the last time. After then, he always finds excuses to visit his parents.

Mustafa Ali works so hard to have a wealthy life, he owns a factory and hires many people. His wife and his children enjoy the luxurious life.However, this perfect life comes to end when Mustafa Ali makes wrong decisions and goes bankrupt. He has no choice to leave everything behind and return to his village in order to start over from scratch.Mustafa Ali cannot explain to his family that he has gone bankrupt. Therefore, he just says that he has made a travel plan in a famous holiday resort. Without explaining what has actually happened, he takes his beautiful wife Nurcan, his playboy son Canberk (Onur Seyit Yaran), and his naive girl Duru (Ece Aydemir) and goes to his village.When Mustafa Ali and his family arrive at the village, everybody in the village is surprised. His parents and his grandmother become so happy while his brother Seyfettin (Ufuk Ozkan) becomes too confused.In the absence of Mustafa Ali, Seyfettin has been working together with his father and for this reason; he thinks that his brother does not deserve any inheritance. He believes that Mustafa Ali does not deserve the love and affection of his parents.  In order not to feel humiliated, Mustafa Ali also hides his bankruptcy from his parents. Everybody assumes that Mustafa Ali and his family would leave the village in a very short time. However, nothing happens as expected.Let’s Go (Kalk Gidelim) tv series story is about a wealthy man who moves into his village after going bankrupt. What will happen when Mustafa Ali’s family learn about bankrupty? Will Mustafa Ali manage to win the affection of his parents? Will Nurcan get used to village life after enjoying the luxurious life? Will Duru forget about her boyfriend in Istanbul or try a long-distance relationship? Will Canberk fall in love with a village girl Badegul? Will Meryem forgive her ex-fiance Mustafa Ali and live in peace after his arrival to the village?Let’s Go (Kalk Gidelim)"
https://www.turkishdrama.com/bread-and-butter-ekmek-teknesi-tv-series.html,Ekmek Teknesi,Bread and Butter,"Family, Comedy",106.0,"ATV (2002-2004), Show Tv (2004-2005)","November 16, 2002","June 13, 2005","Sinegraf (2002-2004), Pana Film (2004-2005)",Metin Gunay,"Raci Sasmaz, Mehmet Turgut, Hasan Kacan, Elif Aktug, Bahadir Ozdener, Omer Lutfi Mete","Nusret (Savas Dincel) is a baker who owns a bakery shop named as Boat of Bread (Ekmek Teknesi) in a small neighborhood. He gets up too early each day to cook bread. The locals in the neighborhood have been buying bread from this bakery shop for 100 years.  Nusret lives happily with her wife and five daughters. Each girl has her own problem.Mehbare (Mehtap Bayri) is the biggest daughter who wants to get married soon. She is good at domestic responsibilities and wants to have her own family as soon as possible.

Jale (Esin Civangil) is the second largest daughter who cares about her beauty. She has a boyfriend named Korkut (Cem Kilic). Jale and Korkut love each other very much but they fight like cats and dogs all the time.Sonay (Melike Guner) is very understanding and mature. She is fond of books and cares about her father.Songul (Ekin Turkmen) is interested in television, computer, and phone.The youngest daughter Sonnur (Arzu Os) is very money-minded.  Everbody in the neighborhood respects for Nusret and cares about his advice. He is not only the father of five daughters but also the father of the neighborhood. Nusret guides the local community with his humanist approach through recalling and resurrecting lost moral values.Each craftmen in the neighborhood have their own tragicomic story but their only common point is the thing that they live together.Bread and Butter (Ekmek Teknesi) tv series story is about baker Nusret, his wife, his five daughters and brother-in-law. Will Nusret keep his family together despite all the problems and obstacles? Will Mehbare manage to find her prince-charming and get married soon? Will Jale start to get along with his boyfriend?Bread and Butter (Ekmek Teknesi)"
https://www.turkishdrama.com/lion-family-aslan-ailem-tv-series.html,Aslan Ailem,Lion Family,"Romance, Comedy",31.0,TRT 1,"September 28, 2017","May 20, 2018",Es Film,Basak Soysal,Ayca Mutlugil,"Lion Family is a family consisting of seven family members. Vedat (Hakan Salinmis) has been living together with his mother Hayriye (Zerrin Sumer), his wife Hatice (Benian Donmez) and his four sons in Lion Ranch for 30 years. Vedat is a farmer while his wife Hatice is a housewife who is also working in the Ranch through raising chickens and growing vegetables.  Lion Family lives happily all together in the Lion Ranch.The eldest son Gayret (Ferdi Sancar) works as a radiologist who is a cleaning addict. Due to his picky personality, he cannot manage to have a girlfriend and all his dating attempts fail.

The second son Murat (Akin Akinozu) is a thirty years old young man who works as a police officer. He is extremely clever, handsome, and idealist. He makes observations and comes up with perfect analysis through paying attention to small details. Even though he seems to be so strong, he is in fact very tender. He cares about his family so much and becomes a trustworthy family member whom everybody asks for his opinion and advice.The third son Umut (Firat Altunmese) works as a passionate journalist. He is devoted to his job and does not refrain from taking risks.The fourth son Mutlu (Bora Akkas) is a carefree young man who spends most of his time at the ranch together with his parents and his grandmother. Even though he is so clever, he uses his intelligence for his own good.The simple life of Lion family turns upside down all of a sudden. One day, a young and beautiful girl Burcu (Burcu Ozberk) knocks on the door of Lion family and claims that she is the real owner of the ranch.  Burcu is a beautiful university student who is the daughter of a wealthy man. She lives together with her father and her stepmother in a big mansion. She has everything in life and cares about her social media account. Her perfect luxury life and her daily concerns change dramatically when her father is accused of corruption. Due to these accusations, her father flees from the police and leaves the country without saying anything to his lovely daughter.Burcu finds herself all alone after her father disappears. Her stepmother betrays her and leaves the house with her new boyfriend. All her family’s belongings are sent in the bailiffs, all bank accounts are suspended, and the house where she lives is taken control by the police.Burcu finds herself in a desperate situation and does not know how to survive in this chaos. When she finds a letter left by her father, she learns that she owns the Lion Ranch.The only place Burcu could go is a Lion Ranch which is inherited from her father. Whenever she learns that she is the owner of the ranch, she goes there and meets Lion Family. She claims that she is the real owner of the ranch and asks them to leave the ranch immediately.  Lion family (aslan ailem) tv series story is about Lion Family who finds itself in a difficult situation when the real owner of the ranch comes all of a sudden. Will Burcu manage to prove that she is the real owner of the Lion Ranch? Will Burcu manage to survive after her father flees from the police and leaves the country? Will Murat get along with Burcu?Lion Family (Aslan Ailem)"
https://www.turkishdrama.com/ramo-tv-series.html,Ramo,Ramo,"Action, Drama",11.0,Show Tv,,,BKM,Yagiz Alp Akaydin,Yilmaz Sahin,"Ramo (Murat Yildirim) is a young and ambitious guy who lives in Adana. He is the leader of his family and the neighborhood known as Pumpers. They do the illegal works on behalf of Cengiz who is the boss of the underground world in Adana.  Ramo and his family smuggle gasoline oil and work under the rule of Cengiz. They live in a neighborhood which is governed by its own rules and traditions.The family is connected to each other and does everything for the safety of their loved ones. Even though they are not happy with the current situation, they do not want any dispute with their boss.Ramo makes a plan to become the leader of Adana. His war against his boss would not be easy but he is determined to get what he and his family deserves. In order to fulfill his goal, he thinks everything in detail and starts to execute his plan step by step.

As a first step, Ramo retains the drugs which are supposed to be delivered to the mafia leader in Istanbul. By this way, he aims to put his boss in a difficult situation.However, one mistake made by his childhood friend Boz (Gorkem Sevindik) makes things complicated.Boz cannot control his anger and beats Neco (Ilhan Sen) who is the son of Cengiz. For this mistake, Ramo is ordered to kill his best friend Boz and to prove his loyalty.  Ramo finds himself in the middle of chaos. He would either choose his close friend or he would continue to execute his plan step by step.Ramo cannot sacrifice his friend and choose to protect all his loved ones. When he goes to the meeting point, he rebels against his boss and kills him right away.The competition for becoming the leader of underground world in Adana radically changes all the equations. Yavuz (Yigit Ozsener), who is the trustworthy man of the mafia leader in Istanbul, comes to Adana and starts to know Ramo more closely.Meanwhile, Ramo comes across his first love Sibel (Esra Bilgic) throughout this process. Sibel is a well-educated, strong and beautiful woman who is the daughter of Cengiz. She finds herself in the middle of the war between her father and her lover.  Ramo tv series story is about an ambitious guy who does everything to protect his loved ones on his way to becoming the leader of underground world in Adana. Will Ramo manage to become the leader of the underground world in Adana? Will Ramo manage to protect all his loved ones or need to sacrifice them one by one? Will Sibel forget about her father’s death and continue to love Ramo? Will Ramo eventually live in peace?Ramo"
https://www.turkishdrama.com/the-choice-babil-tv-series.html,Babil,The Choice,"Romance, Drama",20.0,Star Tv,"January 17, 2020","November 20, 2020",Ay Yapim,Uluc Bayraktar,"Nukhet Bicakci, Ozlem Yucel","Irfan (Halit Ergenc) is an idealist economy professor who is married to Eda (Nur Fettahoglu). He is a trustworthy man who does his best to be a good husband, a good father, a good teacher, and a good citizen. However, his modest life turns upside down all of a sudden.  While Irfan is about to get promoted as a dean, he is slandered by his colleague and is discharged from the faculty. After 20 years of academic career, he finds himself unemployed. Even though he applies to the court, Irfan cannot prove his innocence right away. Thus, all his bank accounts have been blocked throughout investigation until he is declared innocent at the court.

Meanwhile, Irfan’s 7-year-old son is diagnosed a brain tumor and is required to have a surgery immediately. Now, Irfan and his wife face another obstacle. They need to gather money in a very short time so that their son could have a successful operation.In order to find money needed for the surgery, Irfan applies for numerous jobs. In fact, he has a very successful education track with a bachelor degree from Middle East Technical University, master’s degree from Bogazici University, and post-doc degree from the US. Despite his successful background, Irfan could not find a job due to the ongoing investigation. At the same time, he talks with his friends to borrow money but all the doors get locked in his face one by one.Irfan and Eda find themselves in a desperate situation. They have no money, no friends, and no property. At that exact moment, they get help from their childhood friend Egemen (Ozan Guven) who is carefree, cunning, and opportunist. Egemen offers to get a loan from his boss Suleyman (Mesut Akusta) who is a wealthy businessperson while he worked as a moneylender in the past.Irfan finds himself in a dark adventure that he could never have imagined. He accepts to get a loan from Suleyman but he does not like his attitude and personality. Eventually, Irfan and his friend Egemen make a plan and decide to swindle Suleyman. After they get money, Irfan would go to the USA for his son’s surgery and Egemen would leave the country. However, their lives are challenged numerous times.In this dark adventure, Irfan meets his ex-love Ilay (Birce Akalay) who is now the mistress of Suleyman. Also, he meets Ayse (Asli Enver) who is an idealist young girl who does not find a job even though she has a university degree in literature.  The Choice (Babil) tv series story is about an idealist economy professor Irfan who finds himself in a dark adventure while trying to find money for his son’s surgery. Will Irfan find enough money for his son’s surgery? Will Egemen and Irfan manage to swindle dangerous businessman Suleyman and survive afterwards? Will Ayse become the savior Irfan? Will Irfan and Ilay forget about their past or they start over their love?The Choice (Babil)"
https://www.turkishdrama.com/hercai-tv-series.html,Hercai,Hercai,"Romance, Drama",69.0,Atv,"March 15, 2019","April 25, 2021",Mia Production,"Baris Yos, Cem Karci, Benal Tairi","Feraye Sahin, Zeynep Sirin Yalgin, Bersan Tan, Pelin Gulcan","Hercai Turkish series is adapted from Sumeyye Ezel’s novel named Hercai.  Miran Aslanbey (Akin Akinozu) is a successful businessman who is young, charismatic, and cold. He has been raised by his grandmother Azize (Ayda Aksel) after his parents died years ago. Miran has been raised with anger and vengeance towards Sadoglu family which was responsible for the death of his parents.In order to take his revenge, Miran comes to Midyat and starts to execute his plan. He starts to do business with Sadoglu family which is one of the wealthiest families in Midyat. He does his best to prove that he is a trustworthy man.

After 2 years working together with Sadoglu family, Miran manages to gain their trust, become their business partners, and build interdependent business relations. Now he proceeds to the next step.According to Miran’s vengeance plan, he would get married to the girl of the Sadoglu family, destroy her and thereby, dishonor Sadoglu family. Since he sets up an interdependent business relation, Sadoglu family would not be able to cancel the contract even though their family name is defamed.By this way, Miran would manage to bring his enemy on his knees, become the strongest man in Midyat and hence, restore his family honor after 27 years.Out of pure coincidence, Miran meets the daughter of his mortal enemy. Reyyan (Ebru Sahin) is a young, beautiful, innocent, and pure girl who is the daughter of Hazar Sadoglu (Serhat Tutumluer). She lives in a big Sadoglu mansion together with her family, her uncle’s family, and her grandfather.  Reyyan is always mistreated by her grandfather and is despised by her cousin Yaren (Ilay Erkok). Even though Reyyan has beloved parents, she always feels the lack of tenderness of her grandfather. She does not know that she is not the biological daughter of her father. For this reason, she does not understand why she is mistreated in the family.In order to feel comfortable and get rid of her boredom, Reyyan always goes riding at dawn before everyone wakes up. One of these days, she bumps into Miran. When her horse is scared of the car, she gets injured and accepts Miran’s help.Miran turns this encounter into an advantage and takes the first step towards marriage. He mentions that he is willing to get married to Reyyan and asks the permission of Sadoglu family.The head of Sadoglu family, Nasuh (Macit Sonkan), does not want to miss this opportunity. Since he thinks that Miran is a perfect groom candidate for the family, Nasuh wants to see Miran as a husband of his biological granddaughter Yaren. However, he cannot manage to change Miran’s mind.  When Miran comes to Sadoglu mansion together with his family, he asks again for Reyyan’s hand in marriage. Even though Reyyan does not have any feelings towards Miran, she cannot raise her voice and accepts the family decision. Nasuh’s disapproval and Yaren’s sorrow cannot be an obstacle towards their marriage.Reyyan is reluctant to get married to Miran. She thinks that he is “hercai” (he has a fickle heart). She thinks that he is an unreliable person who has seduced Yaren but then, changed his mind and wanted to get married to another Sadoglu girl. When she learns that Miran has never wanted Yaren as a wife, she begins to trust him and develops feelings towards him.Without knowing Miran’s vengeance plan, Reyyan falls in love with Miran and thinks that she eventually has found happiness. Meanwhile, Miran is also attracted by Reyyan’s pureness and develops some feelings towards her even though he tries so hard to stick to his original plan.Hercai tv series story is about an impossible love between Miran and Reyyan who fall in love with each other but are destined to go apart due to the vengeance plan. Will Reyyan learn the vengeance plan of Miran before getting married? Will Miran forget about the past and live in peace? Will Miran manage to execute his vengeance plan properly? How will Reyyan react when she learns the truth about Miran? What is the truth about the death of Miran’s parents?Hercai"
https://www.turkishdrama.com/love-101-ask-101-tv-series.html,Ask 101,Love 101,"Youth, Romance",8.0,Netflix,,,Ay Yapim,"Ahmet Katiksiz, Deniz Yorulmazer","Meric Acemi, Destan Sedolli","The story takes place in 1998 in Istanbul.  Sinan, Kerem, Osman and Eda are 17 years old and go to the same high school. They are all troublemakers:Sinan (Mert Yazicioglu) lives in an old mansion along the Bosporus together with his grandfather who is not capable of providing good care. Since his parents got divorced and started their own lives, Sinan has been struggling to survive without the love of his parents. Even though he is very clever, he does not care about the school and his grades. Most of the time, he drinks alcohol to forget his loneliness and acts as an arrogant student.

Kerem (Kubilay Aka) is a successful basketball player in the school team but he does not control his anger. He comes from a wealthy family who provides everything except kindness and love. For this reason, he often expresses his anger through fighting and beating.Osman (Selahattin Pasali) is a clever guy who does not use his intelligence for good reason. He finds interesting ways to earn money. Sometimes, he forms an army of nerds and sells homework at school and sometimes, he becomes a commissioner for making a bet.Eda (Alina Boz) is a beautiful and attractive girl who does not care about school. She considers her beauty as a wealth that must be used for becoming rich. Thus, she does not refrain from using her beauty and charm in order to reach her goals.Even though Eda is interested in graphic design, she does not want to waste her time in front of computer screen.  The lives of these four troublemakers intersect when a debate contest is held at their school. Eda sabotages the debate contest and distracts the contestants through using sound and lighting system. Kerem injures one of the contestants. Osman opens a debate bet and collects money.Sinan comes as drunk and happens to start a fire. When all these things come together, students and teachers find themselves in a chaos.Sinan, Kerem, Osman and Eda are referred to the school disciplinary committee for their unwanted behavior. School disciplinary committee comprises of all teachers at the school and take a decision through consensus. Since there have been many unwanted cases before, almost all teachers lose their tolerance.In consideration of the weight of breach of discipline, all teachers except teacher Burcu (Pinar Deniz) want to expel these students. Teacher Burcu does her best to help these students and vetoes the decision to expel them. As a result, the students are saved just barely.  Meanwhile, teacher Burcu gets good news about her career and learns that she is relocated. She learns that she is going to start her duty in another city after 2 months. The troublemaker students realize that their last castle is falling in 2 months. They know that they can be expelled from school when teacher Burcu leaves. For this reason, they come together to find a solution for their problem.Sinan, Kerem, Osman and Eda want to find a way to keep teacher Burcu in their school. They think that teacher Burcu can stay in Istanbul if she falls in love with someone in Istanbul. Their mission to make teacher Burcu fall in love seems so easy at first but they realize that they cannot fulfill this mission without knowing anything about love. For this reason, they ask the help of their classmate Isik (Ipek Filiz Yazici).Isik is a perfect student who has good grades and sincere personality. She is so romantic and has been in love with Sinan for a long time. Even though she has a one-sided love, she knows what love means. Therefore, she accepts to help her classmates and by this way, make teacher Burcu find happiness.Meanwhile, a new teacher is appointed to the school. Kemal (Kaan Urgancioglu) is a new basketball coach who is handsome and cool. He becomes a perfect candidate for teacher Burcu.Love 101 tv series story is about a group of teenage high school students who try to make their school teacher fall in love so that she will not leave their school. Will teacher Burcu fall in love with teacher Kemal? Will teacher Burcu decide not to leave the school? Will Sinan find love and tenderness in his life? Will Isik manage to end her one-sided love? Will Kerem find peace in his life and start to control his anger? Will Eda find a true meaning in her life?Love 101"
